,D,Memory
0,100,31.00018225585938
1,200,52.43565602539063
2,400,90.32892057617188
3,800,171.68142291015627
4,1600,249.81189695312503
5,3200,408.3200216113282
6,6400,857.4261188085939
7,10000,1434.4779200781252
