,D,Memory
0,100,31.00018225585938
1,200,53.36647557617188
2,400,94.03376670898439
3,800,186.85716080078126
4,1600,325.38645724609376
5,3200,1062.6580057031251
6,6400,3816.3043499902346
7,10000,8954.863983964844
