,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,-0.021213196,0.0070710783,0.007071072,0.021213187,0.014142142,7.406715e-10,-0.007071071,0.014142132,-0.028284267,0.014142133,0.0070710713,-0.007071071,-0.007071072,0.014142142,-0.05656854,-6.3395733e-09,0.021213198,0.021213187,-0.06363961,-0.028284267,0.14849243,0.028284276,0.014142133,-0.014142135,0.007071065,0.021213206,9.258394e-11,9.258394e-11,-0.02828427,0.014142133,0.0070710676,-0.014142137,0.014142138,-0.0070710685,1.8516788e-10,0.0070710676,-0.0070710685,0.0070710676,-0.014142137,0.014142138,-0.014142137,0.0070710704,0.0070710676,-7.9244666e-10,-0.12020815
1,0.00044830734,-0.005828684,0.018981578,0.007921718,-0.0040354608,-0.0046336656,0.01509602,-0.0065767993,-0.005679483,0.0025406345,-0.0016440207,-0.0008966126,-0.0112097645,-0.0032880409,-0.001644025,-0.006726002,0.010313151,0.014946113,-0.03497421,-0.0031388516,0.036917344,0.012853788,0.016740046,0.0010458117,0.0044837645,0.0026905397,0.00089661137,-0.00029839954,-0.009416538,0.0065768003,0.0023907267,0.00014990634,6.487598e-10,-0.00014990647,0.00029910618,-0.00089661154,0.0011957185,0.0004483046,-0.0064268936,0.0041846586,0.0016447314,-0.0005982117,0.00089661137,0.00044830563,-0.05604811
2,-0.00087490404,-0.0013990039,0.005073331,0.0045478237,0.0005247988,0.00070020894,0.005772836,0.0005248015,0.00035010613,0.00034939544,0.0005248077,0.00017540094,-0.0029741193,-0.0024493132,-0.0027987158,-0.0034989228,0.0005247985,0.004373122,-0.0076973457,-0.00839685,0.008746951,0.006473038,0.010146667,0.006822434,0.0066477386,0.005772829,0.004723226,0.0036736233,0.000524801,0.0031495267,0.002624014,0.0017491042,0.0015744091,0.0012250121,0.0010496073,0.00034939672,0.0010496052,0.0007002071,-0.0012250117,0.0010496051,0.00070021144,0.00034939632,0.00070020877,0.00017469686,-0.062103562
3,-0.0007431735,-0.0011151059,0.0013010732,0.0014863409,2.2343194e-09,0.00018596993,0.0022302198,0.00055719726,0.00037193883,0.00037122783,0.00037194332,0.00037193828,-0.0007438782,-0.0007431675,-0.00074316666,-0.0016723089,-0.0001859693,0.0014863374,-0.0027874147,-0.0037165598,0.002601444,0.002044248,0.0037165533,0.002973389,0.0031593505,0.0031593477,0.0027874222,0.002787413,0.001487048,0.0024154794,0.0024161853,0.0020442426,0.002044244,0.0016723062,0.0018582819,0.0013010723,0.001858278,0.0013010746,0.00074316846,0.001301075,0.0013003686,0.0011151056,0.0011151077,0.0011151098,-0.04460076
4,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09,-6.5695716e-09
5,-0.004688796,-0.002614197,-0.05901303,-0.058423307,-0.001079788,-0.00085911155,-0.0011171988,-0.0011045292,0.056815345,0.054237913,-0.0034485285,-0.0008718743,-0.00084637053,-0.0008718343,-0.00078561436,-0.0007113797,-0.0007488213,-0.00088386965,-0.08111788,0.18512619,0.21951707,0.08141274,0.1154472,-0.02332038,-0.023111785,-0.023859907,-0.02377434,-0.025345534,-0.025038652,-0.023050277,-0.023455435,-0.023835154,-0.023480179,-0.023492211,-0.023258874,-0.02358981,-0.024081204,-0.023516975,-0.023283597,-0.023847863,-0.023455452,-0.023222124,-0.023442714,-0.023135835,0.0032279477
6,2.3879167e-05,4.778096e-05,-0.05561889,-0.05566666,-7.165275e-05,-3.5453468e-05,-0.00028582863,-0.0002735276,0.055916306,0.055916302,-2.388227e-05,-3.5477184e-05,-2.390968e-05,-4.7739522e-05,-2.3872393e-05,-1.1591115e-05,-3.544351e-05,-8.396507e-05,-0.07783968,0.04803659,0.0893144,0.095954545,0.13170955,-0.0014400417,-0.0015116822,-0.0016426607,-0.0016896969,-0.003047244,-0.002451689,-0.0007381111,-0.0012974852,-0.0016303587,-0.0016187804,-0.0016426618,-0.0015949019,-0.0015471404,-0.0016064779,-0.001369125,-0.0011187493,-0.0014284593,-0.0010948676,-0.0007612687,-0.00086908916,-0.0010594078,-0.25568193
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.00013152187,0.00039597976,-5.390558e-12,-6.576092e-05,0.00019798988,-6.646803e-05,-3.4140277e-12,6.646803e-05,3.1683488e-12,-0.00052820874,0.00039597976,0.0001979899,0.0,-0.00013222896,6.646803e-05,6.5760934e-05,0.0,0.0,-6.5760934e-05,-0.01800789,0.004947627,0.0034294678,0.0018469631,-0.0064643696,0.00646437,0.000923482,0.00013222893,6.576116e-05,-0.002176475,0.0021764752,6.576094e-05,-2.1042729e-10,-0.00019728302,0.00026375035,-0.00046174065,-0.00052820845,0.00092348154,6.646734e-05,-6.646777e-05,-6.5761145e-05,5.8749117e-12,5.8749117e-12,5.8749117e-12,5.8749117e-12,0.006002629
9,2.9698484e-05,-2.9698484e-05,4.808326e-05,-0.0016008896,0.0016008896,7.071067e-06,2.2521806e-14,-7.0710676e-06,-3.8718193e-13,-8.414571e-05,9.1216774e-05,-7.0710676e-06,7.071067e-06,-3.3234017e-05,1.8384775e-05,1.8384775e-05,-3.5355338e-06,2.2521806e-14,-5.5154327e-05,-0.11526547,-0.23863016,0.21772312,0.013075117,-0.13149498,0.06428166,0.07547871,0.00019374564,-0.00014637527,-0.00968383,0.011769795,-0.0018526166,0.0017903983,0.0012324805,-0.0012211752,0.0028729793,-0.01201021,0.008659228,0.00018596121,0.00038679433,-0.0033983556,0.0020930367,-0.0030080338,0.0028107488,0.0022500118,0.11190743
